id,date,eps,revenue,capex
4911,2021-05-14,-3.822574,244011.0,
4911,2021-08-06,-39.429053,263676.0,
4911,2021-11-11,135.261649,237686.0,
4911,2022-03-25,14.22317,289792.0,
4911,2022-05-13,11.01085,234023.0,-5513.0
4911,2022-08-12,29.649022,259376.0,-13615.0
4911,2022-11-11,32.033778,269343.0,-6803.0
5020,2020-02-14,16.622657,2544128.0,-71587.0
5020,2020-06-25,-97.096902,2404577.0,-80714.0
5020,2020-08-13,-1.517024,1546194.0,-81888.0
5020,2020-11-13,12.853331,1816127.0,-51179.0
5020,2021-02-12,9.524118,2004837.0,-75544.0
5020,2021-06-25,14.634365,2290853.0,-59235.0
5020,2021-08-13,30.405018,2224073.0,-81551.0
5020,2021-11-12,35.42035,2507335.0,-51864.0
5020,2022-02-14,37.512429,2899912.0,-49411.0
5020,2022-08-03,63.929663,3290439.0,-71841.0
5020,2022-08-12,69.306354,3555106.0,-64952.0
5020,2022-11-11,8.816606,3838928.0,-85032.0
5108,2020-03-24,123.522636,890209.0,
5108,2020-05-11,27.658867,752234.0,-64319.0
5108,2020-08-07,-58.963463,603236.0,-38209.0
5108,2020-11-12,-2.945524,793471.0,-46731.0
5108,2021-03-26,1.160303,845583.0,-51418.0
5108,2021-05-17,405.103865,756893.0,-49227.0
5108,2021-08-10,95.253919,811896.0,-26746.0
5108,2021-11-11,100.149667,832969.0,-38571.0
5108,2022-03-23,-40.910071,844299.0,-46496.0
5108,2022-05-11,76.627475,891011.0,-65658.0
5108,2022-08-10,56.045299,995329.0,-36804.0
5108,2022-11-10,138.253183,1090583.0,-44067.0
5201,2020-03-27,70.285099,394286.0,-54216.0
5201,2020-05-20,61.165368,357504.0,-36697.0
5201,2020-08-04,-9.462482,297040.0,-48359.0
5201,2020-11-02,9.33984,358225.0,-50185.0
5201,2021-03-30,86.789145,399535.0,-56228.0
5201,2021-05-11,130.119937,393565.0,-49844.0
5201,2021-08-04,158.196528,417767.0,-48353.0
5201,2021-11-04,296.448099,422172.0,-64591.0
5201,2022-03-30,-25.294919,463878.0,-47784.0
5201,2022-05-12,137.824764,472667.0,-40667.0
5201,2022-08-04,183.4268,505673.0,-60566.0
5201,2022-11-07,124.300157,520510.0,-50759.0
7741,2020-02-06,78.450585,146481.0,-11354.0
7741,2020-06-23,53.064817,135116.0,-12410.0
7741,2020-08-05,69.065807,109327.0,-7132.0
7741,2020-11-06,84.97161,140313.0,-8497.0
7741,2021-02-03,98.164727,146887.0,-8649.0
7741,2021-06-04,83.603539,151394.0,-6968.0
7741,2021-08-03,111.827572,158000.0,-9972.0
7741,2021-11-02,116.467931,162601.0,-6543.0
7741,2022-02-04,110.748523,171270.0,-5478.0
